query_id,rank,doc_id,is_labeled_relevant,source_file,page,page_end,score,matched_terms,title,snippet
q14,4,mc_email_p0123_006,False,mc_email.pdf,123,123,48,Create a Filtered Data Extension|Filtered Data Extension|source data extension|Refresh a Filtered Data Extension,Marketing Cloud Email Guide p123 chunk 6: Create a Data Extension from a Template Create a data,Create a Data Extension from a Template Create a data extension with a data extension template A few data extension templates are provided with Email Studio to enable specific use cases such as data extensions used in...
q14,5,mc_email_p0124_007,False,mc_email.pdf,124,124,12,Filtered Data Extension|source data extension,Marketing Cloud Email Guide p124 chunk 7: Create a Data Extension in Email Studio Enhanced Create a,Create a Data Extension in Email Studio Enhanced Create a data extension in Email Studio Important You can t include the following characters in the name and field name of a data extension 1 Hover over Subscribers 2...
q14,6,mc_email_p0128_010,False,mc_email.pdf,128,128,12,Filtered Data Extension|source data extension,Marketing Cloud Email Guide p128 chunk 10: Create a Data Extension from a Template Create a data,Create a Data Extension from a Template Create a data extension with a data extension template A few data extension templates are provided with Email Studio to enable specific use cases such as data extensions used in...
q14,7,mc_journeys_and_automations_p0250_015,False,mc_journeys_and_automations.pdf,250,250,12,Filtered Data Extension|source data extension|Refresh a Filtered Data Extension,Marketing Cloud Journeys and Automations p250 chunk 15: Choose How to Process Entry Source Data Configure your Journey,Choose How to Process Entry Source Data Configure your Journey Builder entry source so that it promotes efficient processing When an entry source includes a repeating schedule choosing a processing option is necessary...
q14,8,mc_journeys_and_automations_p0257_020,False,mc_journeys_and_automations.pdf,257,257,12,source data extension,Marketing Cloud Journeys and Automations p257 chunk 20: 7 To have contacts enter the journey according to a,7 To have contacts enter the journey according to a schedule select Run using the following schedule 8 Set the date time zone and repetition schedule The default repeat setting is None which means the entry event runs...
q14,9,mc_journeys_and_automations_p0293_027,False,mc_journeys_and_automations.pdf,293,293,12,source data extension,Marketing Cloud Journeys and Automations p293 chunk 27: Mobile Activities in Journey Builder Journey Builder includes the SMS,Mobile Activities in Journey Builder Journey Builder includes the SMS LINE Message Push Notification In-App Message and Inbox activities for sending to mobile devices from a journey Add MobilePush inbox messages...
q14,10,mc_journeys_and_automations_p0248_013,False,mc_journeys_and_automations.pdf,248,248,9,source data extension,Marketing Cloud Journeys and Automations p248 chunk 13: After configuring the entry source the journey schedule The intent,After configuring the entry source the journey schedule The intent of this journey is to send a single series of messages related to the disaster relief effort the marketer selects Run Once as the schedule type...
q14,11,mc_email_p0148_015,False,mc_email.pdf,148,148,6,Filtered Data Extension|Create Filter canvas,Marketing Cloud Email Guide p148 chunk 15: Create a Data Filter from a Data Extension Follow these,Create a Data Filter from a Data Extension Follow these steps to create a data filter from a data extension in Email Studio Modify an Existing Data Filter Follow these steps to modify an existing data filter in Email...
q14,12,mc_email_p0149_016,False,mc_email.pdf,149,149,6,source data extension|Create Filter canvas,Marketing Cloud Email Guide p149 chunk 16: If you choose AND the subscriber must meet all criteria,If you choose AND the subscriber must meet all criteria to be included in the group If you choose OR the subscriber must meet at least one of the criteria to be included in the group Note Choose an operator that...
q15,1,salesforce_security_impl_guide_p0048_021,True,salesforce_security_impl_guide.pdf,48,50,135,Field Permissions|field-level security|custom field|permission sets|profiles|Set Field-Level Security,Salesforce Security Implementation Guide p48 chunk 21: an alternative to setting field-level security for a field on,an alternative to setting field-level security for a field on profiles Classic Encryption for Custom Fields Restrict other Salesforce users from seeing custom text fields that you want to keep private Only users with...
q15,2,salesforce_security_impl_guide_p0048_020,True,salesforce_security_impl_guide.pdf,48,50,117,Field Permissions|field-level security|custom field|visible|read-only|permission sets|profiles|page layouts|Set Field-Level Security,Salesforce Security Implementation Guide p48 chunk 20: Field Permissions EDITIONS Available in both Salesforce Classic not available,Field Permissions EDITIONS Available in both Salesforce Classic not available in all orgs and Lightning Experience Available in Professional Enterprise Performance Unlimited Developer and Database com Editions Field...
q15,3,salesforce_security_impl_guide_p0048_022,True,salesforce_security_impl_guide.pdf,48,50,45,Field Permissions|field-level security|custom field|permission sets|Set Field-Level Security,Salesforce Security Implementation Guide p48 chunk 22: Security for Permission Sets during Field Creation if it isn,Security for Permission Sets during Field Creation if it isn t already enabled 2 In Object Manager select an object and then click Fields Relationships 3 Select the field that you want to modify 4 Click Set Field-...
q15,4,salesforce_security_impl_guide_p0019_004,False,salesforce_security_impl_guide.pdf,19,19,80,Field Permissions|permission sets|profiles|page layouts,Salesforce Security Implementation Guide p19 chunk 4: We recommend that you use permission sets and permission set,We recommend that you use permission sets and permission set groups to manage your users permissions Because you can reuse smaller permission set building blocks you can avoid creating dozens or even hundreds of...
q15,5,salesforce_security_impl_guide_p0036_014,False,salesforce_security_impl_guide.pdf,36,36,61,Field Permissions|visible|permission sets,Salesforce Security Implementation Guide p36 chunk 14: Work with Permission Set Lists Create list views to help,Work with Permission Set Lists Create list views to help view and manage your permission sets You can also edit permissions in multiple permission sets at the same time using list views Manage Permission Set...
q15,6,salesforce_security_impl_guide_p0020_005,False,salesforce_security_impl_guide.pdf,20,20,59,permission sets|profiles,Salesforce Security Implementation Guide p20 chunk 5: Recommended FeatureIn Permission Sets In Profiles Permission or Setting Type,Recommended FeatureIn Permission Sets In Profiles Permission or Setting Type Permission sets Custom permissions Permission sets Apex class access Permission sets Visualforce page access Permission sets External data...
q15,7,salesforce_security_impl_guide_p0045_017,False,salesforce_security_impl_guide.pdf,45,45,56,permission sets|profiles,Salesforce Security Implementation Guide p45 chunk 17: Assign Custom Record Types in Permission Sets EDITIONS Available in,Assign Custom Record Types in Permission Sets EDITIONS Available in Salesforce Classic not available in all orgs and Lightning Experience Record types available in Professional Enterprise Performance Unlimited and...
q15,8,salesforce_security_impl_guide_p0017_002,False,salesforce_security_impl_guide.pdf,17,17,49,Field Permissions|field-level security|read-only|permission sets|profiles|page layouts,Salesforce Security Implementation Guide p17 chunk 2: You can specify object permissions in permission sets and profiles,You can specify object permissions in permission sets and profiles Permission sets and profiles are collections of settings and permissions that determine what a user can do in the application The settings are similar...
q15,9,salesforce_security_impl_guide_p0042_016,False,salesforce_security_impl_guide.pdf,42,42,45,permission sets,Salesforce Security Implementation Guide p42 chunk 16: Manage Permission Set Assignments EDITIONS Available in both Salesforce Classic,Manage Permission Set Assignments EDITIONS Available in both Salesforce Classic not available in all orgs and Lightning Experience Available in Essentials Contact Manager Professional Group Enterprise Performance...
q15,10,salesforce_security_impl_guide_p0035_013,False,salesforce_security_impl_guide.pdf,35,35,41,permission sets|profiles,Salesforce Security Implementation Guide p35 chunk 13: View a Profile s Assigned Users EDITIONS Available in both,View a Profile s Assigned Users EDITIONS Available in both Salesforce Classic not available in all orgs and Lightning Experience Available in Essentials Professional Enterprise Performance Unlimited Developer and...
q15,11,salesforce_security_impl_guide_p0038_015,False,salesforce_security_impl_guide.pdf,38,38,41,permission sets|profiles,Salesforce Security Implementation Guide p38 chunk 15: Enable User Permissions in Permission Sets EDITIONS Available in both,Enable User Permissions in Permission Sets EDITIONS Available in both Salesforce Classic not available in all orgs and Lightning Experience Available in Essentials Contact Manager Professional Group Enterprise...
q15,12,salesforce_security_impl_guide_p0028_009,False,salesforce_security_impl_guide.pdf,28,28,37,Field Permissions|permission sets|profiles|page layouts,Salesforce Security Implementation Guide p28 chunk 9: Edit Multiple Profiles with Profile List Views If enhanced profile,Edit Multiple Profiles with Profile List Views If enhanced profile list views are enabled for your organization you can change permissions in up to 200 profiles directly from the list view without accessing individual...
q16,1,mc_journeys_and_automations_p0300_028,True,mc_journeys_and_automations.pdf,300,300,111,Journey Builder|LINE Message activity|push notification activity|SMS activity|WhatsApp Messaging,Marketing Cloud Journeys and Automations p300 chunk 28: Create a Multi-Content Message LINE Activity in Journey Builder Use,Create a Multi-Content Message LINE Activity in Journey Builder Use a multi-content message in a LINE Message activity to power Journey Builder sends to Marketing Cloud Engagement contacts in a journey A multi-content...
q16,2,mc_journeys_and_automations_p0351_041,True,mc_journeys_and_automations.pdf,351,351,51,Journey Builder|Engagement Split,Marketing Cloud Journeys and Automations p351 chunk 41: Configure an Engagement Split The Journey Builder Engagement Split activity,Configure an Engagement Split The Journey Builder Engagement Split activity sends contacts down a Yes or No path based on whether they open the email or click a link or if the email bounces To use an Engagement Split...
q16,3,mc_journeys_and_automations_p0300_029,True,mc_journeys_and_automations.pdf,300,300,9,Journey Builder|LINE Message activity,Marketing Cloud Journeys and Automations p300 chunk 29: the contact key to the subscriber key Ensure that the,the contact key to the subscriber key Ensure that the selected contact key has a LINE address ID associated with it To add Email or SMS activities to your journey check that your data extension has email and mobile...
q16,4,mc_journeys_and_automations_p0195_005,False,mc_journeys_and_automations.pdf,195,195,63,Journey Builder,Marketing Cloud Journeys and Automations p195 chunk 5: Journey Settings To get the best performance from your journeys,Journey Settings To get the best performance from your journeys configure Journey Settings to determine when the contact enters a Marketing Cloud Engagement journey and which address Journey Builder uses to message...
q16,5,mc_journeys_and_automations_p0293_027,False,mc_journeys_and_automations.pdf,293,293,51,Journey Builder,Marketing Cloud Journeys and Automations p293 chunk 27: Mobile Activities in Journey Builder Journey Builder includes the SMS,Mobile Activities in Journey Builder Journey Builder includes the SMS LINE Message Push Notification In-App Message and Inbox activities for sending to mobile devices from a journey Add MobilePush inbox messages...
q16,6,mc_journeys_and_automations_p0339_039,False,mc_journeys_and_automations.pdf,339,339,48,Journey Builder,Marketing Cloud Journeys and Automations p339 chunk 39: Only sendable data extensions can be used with this activity,Only sendable data extensions can be used with this activity Sales and Service Cloud Activities Use Sales and Service Cloud activities to interact with Sales and Service Cloud These activities are available in...
q16,7,mc_journeys_and_automations_p0366_044,False,mc_journeys_and_automations.pdf,366,366,45,Journey Builder,Marketing Cloud Journeys and Automations p366 chunk 44: Convert Lead Activity Use the Convert Lead activity in Journey,Convert Lead Activity Use the Convert Lead activity in Journey Builder to convert qualified leads from Sales and Service Cloud into a contact or an account Assign a lead owner and notify that person via email Create...
q16,8,mc_journeys_and_automations_p0254_017,False,mc_journeys_and_automations.pdf,254,254,37,Journey Builder|opened,Marketing Cloud Journeys and Automations p254 chunk 17: Select a Reusable Entry Source Select a reusable entry source,Select a Reusable Entry Source Select a reusable entry source in Journey Builder when the event you want to use was already created in another Marketing Cloud Engagement journey or on the Entry Sources page Create a...
q16,9,mc_journeys_and_automations_p0266_023,False,mc_journeys_and_automations.pdf,266,266,36,Journey Builder,Marketing Cloud Journeys and Automations p266 chunk 23: Note The Test Mode feature in Journey Builder doesn t,Note The Test Mode feature in Journey Builder doesn t support Salesforce Entry Sources The integration between Engagement and Sales Cloud uses Flows Process Builder Apex Platform Events and SOAP APIs Therefore...
q16,10,mc_journeys_and_automations_p0278_024,False,mc_journeys_and_automations.pdf,278,278,36,Journey Builder,Marketing Cloud Journeys and Automations p278 chunk 24: Linked Data Extensions in Journey Builder Your data setup affects,Linked Data Extensions in Journey Builder Your data setup affects how Marketing Cloud Engagement evaluates the contact attributes used in journey entry source filters wait activities or decision splits Review what...
q16,11,mc_journeys_and_automations_p0353_043,False,mc_journeys_and_automations.pdf,353,353,36,Journey Builder,Marketing Cloud Journeys and Automations p353 chunk 43: Connect a Data Extension for Decision Splits To use data,Connect a Data Extension for Decision Splits To use data that isn t in the entry source or that changes in a Decision Split in Journey Builder follow these steps to link a data extension in Contact Builder To learn...
q16,12,mc_journeys_and_automations_p0389_045,False,mc_journeys_and_automations.pdf,389,389,36,Journey Builder,Marketing Cloud Journeys and Automations p389 chunk 45: Journey Testing Use Journey Builder s test feature to confirm,Journey Testing Use Journey Builder s test feature to confirm that a Marketing Cloud Engagement journey behaves as expected When you use a data extension as the entry source you can configure a test to simulate a...
q17,1,extend_click_automate_p0238_012,True,extend_click_automate.pdf,238,244,78,Debug a Flow|Flow Builder|debug options|input variables|Debug Details|rollback mode|screen flow,Salesforce Flow and Click-Based Automation Guide p238 chunk 12: Debug a Flow in Flow Builder If you re troubleshooting,Debug a Flow in Flow Builder If you re troubleshooting a flow that fails the debug option in Flow Builder can be your best friend See real-time details of what your flow does set input variables and restart the flow...
q17,2,extend_click_automate_p0238_013,True,extend_click_automate.pdf,238,244,75,Debug a Flow|Flow Builder|debug options|input variables|Debug Details|rollback mode|screen flow|Run Again,Salesforce Flow and Click-Based Automation Guide p238 chunk 13: Processes with Salesforce Flow The debug details for the run,Processes with Salesforce Flow The debug details for the run appear in a panel on the right 6 If you selected Debug wait element behavior when you set the debug options select a Wait Path and then click Continue the...
q17,3,extend_click_automate_p0238_014,True,extend_click_automate.pdf,238,244,30,Debug a Flow|Flow Builder|debug options|input variables|Debug Details|rollback mode,Salesforce Flow and Click-Based Automation Guide p238 chunk 14: prompt template you debug the flow to troubleshoot any flow,prompt template you debug the flow to troubleshoot any flow failure 1 Create or open the Get Marketing Events on page 45 prompt flow in Flow Builder 2 Click Debug 3 Set the debug options and input variables If you...
q17,4,extend_click_automate_p0196_010,False,extend_click_automate.pdf,196,196,39,screen flow,Salesforce Flow and Click-Based Automation Guide p196 chunk 10: Data Safety When Running Screen and Autolaunched Flows in System,Data Safety When Running Screen and Autolaunched Flows in System Context EDITIONS Available in both Salesforce Classic not available in all orgs and Lightning Experience Available in Essentials Professional Enterprise...
q17,5,extend_click_automate_p0887_023,False,extend_click_automate.pdf,887,887,27,Debug a Flow|Flow Builder,Salesforce Flow and Click-Based Automation Guide p887 chunk 23: Process Builder Many of the tasks you assign the emails,Process Builder Many of the tasks you assign the emails you send and other record updates are vital parts of your standard processes Instead of doing this repetitive work manually you can configure flows or processes...
q17,6,extend_click_automate_p0030_003,False,extend_click_automate.pdf,30,30,21,Flow Builder|screen flow,Salesforce Flow and Click-Based Automation Guide p30 chunk 3: Supported in Translation Workbench Available Distribution MethodsDescriptionType Requires Flows Lightning,Supported in Translation Workbench Available Distribution MethodsDescriptionType Requires Flows Lightning App and Flow Builder Citizen flows org permissions and Marketing 360 Lightning app on the Flows tab View Flows...
q17,7,extend_click_automate_p0888_024,False,extend_click_automate.pdf,888,888,21,Flow Builder,Salesforce Flow and Click-Based Automation Guide p888 chunk 24: Salesforce Admins Blog Use Flow Trigger Explorer to Easily View,Salesforce Admins Blog Use Flow Trigger Explorer to Easily View All Your Triggered Automation in One Place Salesforce Architects Record-Triggered Automation Guide Salesforce Help Record Triggers for Flows That Make...
q17,8,extend_click_automate_p0319_019,False,extend_click_automate.pdf,319,319,18,Flow Builder|screen flow,Salesforce Flow and Click-Based Automation Guide p319 chunk 19: Flow Element Loop Start a loop path for iterating over,Flow Element Loop Start a loop path for iterating over items in a collection variable For each iteration the flow temporarily stores the item in the loop variable To execute actions on each item s field values use...
q17,9,extend_click_automate_p0157_009,False,extend_click_automate.pdf,157,157,15,Flow Builder|screen flow,Salesforce Flow and Click-Based Automation Guide p157 chunk 9: Flow Example Retrieve Opportunities for an Account that a User,Flow Example Retrieve Opportunities for an Account that a User Selects EDITIONS Available in both Salesforce Classic not available in all orgs and Lightning Experience Available in Essentials Professional Enterprise...
q17,10,extend_click_automate_p0886_022,False,extend_click_automate.pdf,886,886,15,Flow Builder,Salesforce Flow and Click-Based Automation Guide p886 chunk 22: Record Locking Record locking prevents users from editing a record,Record Locking Record locking prevents users from editing a record regardless of field-level security or sharing settings By default Salesforce locks records that are pending approval Only admins can edit locked...
q17,11,extend_click_automate_p0005_001,False,extend_click_automate.pdf,5,5,12,Flow Builder,Salesforce Flow and Click-Based Automation Guide p5 chunk 1: AUTOMATE YOUR BUSINESS PROCESSES WITH SALESFORCE FLOW Say goodbye to,AUTOMATE YOUR BUSINESS PROCESSES WITH SALESFORCE FLOW Say goodbye to manual tasks and hello to streamlined operations with Salesforce Flow By using automation to reduce the number of manual processes and repetitive...
q17,12,extend_click_automate_p0006_002,False,extend_click_automate.pdf,6,6,9,Flow Builder,Salesforce Flow and Click-Based Automation Guide p6 chunk 2: Approval Processes It s likely that you re familiar with,Approval Processes It s likely that you re familiar with process automation in the form of workflow rules Approval processes take automation one step further letting you specify a sequence of steps that are required...
q18,1,setup_p0411_003,True,setup.pdf,411,411,51,Data Loader|Data Import Wizard|import|export|bulk import|5 million|Choosing a Method for Importing Data,Salesforce Setup Guide p411 chunk 3: Additional informationInternal or external to Salesforce ExportImportNumber of records you,Additional informationInternal or external to Salesforce ExportImportNumber of records you can import or export Editions supported Tool An in-browser tool that provides a simplified approach for users InternalNoYesUp...
q18,2,setup_p0443_016,False,setup.pdf,443,443,103,Data Loader|Data Import Wizard|import,Salesforce Setup Guide p443 chunk 16: How do I update fields with blank values To replace,How do I update fields with blank values To replace fields with null values you must use Data Loader Can I bulk-assign records to a record type Yes you can bulk-assign records to a record type using the Data Import...
q18,3,setup_p0436_011,False,setup.pdf,436,436,81,Data Import Wizard|import,Salesforce Setup Guide p436 chunk 11: If you use assignment rules the Data Import Wizard uses,If you use assignment rules the Data Import Wizard uses the new owner s default record type when creating new records When the assignment rules assign the record to a queue the queue owner s default record type is...
q18,4,setup_p0441_014,False,setup.pdf,441,441,77,Data Loader|Data Import Wizard|import|5 million,Salesforce Setup Guide p441 chunk 14: User permissions neededImport record limitType of record Contracts Documents Opportunities,User permissions neededImport record limitType of record Contracts Documents Opportunities Products Your import file can be up to 100 MB but each record in your file can t exceed 400 KB which is about 4 000 characters...
q18,5,setup_p0452_020,False,setup.pdf,452,452,75,Data Import Wizard|import|update records,Salesforce Setup Guide p452 chunk 20: What kind of objects can I import You can use,What kind of objects can I import You can use the Data Import Wizard to import accounts contacts leads solutions campaign members person accounts and custom objects Can I import into custom fields Yes Your...
q18,6,setup_p0454_022,False,setup.pdf,454,454,75,Data Loader|Data Import Wizard|import|export,Salesforce Setup Guide p454 chunk 22: How do I update fields with blank values To replace,How do I update fields with blank values To replace fields with null values you must use Data Loader 1 To open Data Loader choose Start All Programs Salesforce Data Loader Data Loader 2 Click Export and complete the...
q18,7,setup_p0450_018,False,setup.pdf,450,450,71,Data Import Wizard|import,Salesforce Setup Guide p450 chunk 18: Which data can I import You can use the Data,Which data can I import You can use the Data Import Wizard to import campaign member status contacts and business accounts person accounts leads solutions and custom objects depending on your Salesforce edition You...
q18,8,setup_p0442_015,False,setup.pdf,442,442,70,Data Import Wizard|import|update records,Salesforce Setup Guide p442 chunk 15: What file formats can the import wizards handle You can,What file formats can the import wizards handle You can import contacts and business accounts directly from an ACT or Outlook file or from any CSV comma-separated values file such as a GoldMine or Excel file You can...
q18,9,setup_p0451_019,False,setup.pdf,451,451,70,Data Loader|Data Import Wizard|import|5 million,Salesforce Setup Guide p451 chunk 19: Your import is also subject to your org s storage,Your import is also subject to your org s storage limit The size of your import file doesn t directly correlate to the storage space needed for those records For example a 50 MB import file doesn t create 50 MB of...
q18,10,setup_p0439_013,False,setup.pdf,439,439,65,Data Loader|Data Import Wizard|import|export|bulk import|5 million,Salesforce Setup Guide p439 chunk 13: Data Loader EDITIONS Available in both Salesforce Classic not available,Data Loader EDITIONS Available in both Salesforce Classic not available in all orgs and Lightning Experience Available in Enterprise Performance Unlimited and Developer editions Data Loader is a client application for...
q18,11,setup_p0444_017,False,setup.pdf,444,444,65,Data Loader|Data Import Wizard|import,Salesforce Setup Guide p444 chunk 17: What permissions do I need to import records You need,What permissions do I need to import records You need different permissions to import records with Data Loader and Data Import Wizard Data Loader Importing records with Data Loader requires these permissions Read...
q18,12,setup_p0415_007,False,setup.pdf,415,415,52,Data Import Wizard|import|Choosing a Method for Importing Data,Salesforce Setup Guide p415 chunk 7: Multiple external ID fields can find matching records in Salesforce,Multiple external ID fields can find matching records in Salesforce when you use the Data Import Wizard Only unique External ID fields are available to match by SEE ALSO Data Import Wizard Choosing a Method for...
q19,1,salesforce_apex_developer_guide_p0290_017,True,salesforce_apex_developer_guide.pdf,290,290,17,SOQL|governor limits|bulk operations|Best Practices for Designing Bulk Programs,Salesforce Apex Developer Guide p290 chunk 17: This is an example of a flawed programming pattern It,This is an example of a flawed programming pattern It assumes that only one record is pulled in during a trigger invocation While this might support most user interface events it does not support bulk operations...
q19,2,salesforce_apex_developer_guide_p0354_027,True,salesforce_apex_developer_guide.pdf,354,354,5,SOQL|governor limits,Salesforce Apex Developer Guide p354 chunk 27: For Bulk API and Bulk API 2 0 transactions the,For Bulk API and Bulk API 2 0 transactions the effective limit is the higher of the synchronous and asynchronous limits For example the maximum number of Bulk Apex jobs added to the queue with System enqueueJob is the...
q19,3,agentforce_contact_center_5_30_2026_p0583_009,False,agentforce_contact_center_5-30-2026.pdf,583,583,27,Apex trigger|Case,Agentforce Contact Center Guide p583 chunk 9: Setting What It Does Considerations attachments Invoke triggers on status,Setting What It Does Considerations attachments Invoke triggers on status change from New to Read Reply with new content only Insert email threading token in email subject Place user signatures before email threads...
q19,4,agentforce_contact_center_5_30_2026_p0577_003,False,agentforce_contact_center_5-30-2026.pdf,577,577,24,Case,Agentforce Contact Center Guide p577 chunk 3: b b From the Support Settings page in Setup select,b b From the Support Settings page in Setup select a Default Case Owner and an Automated Case User When you add routing addresses you also have the option to add custom case ownership preferences that override the...
q19,5,agentforce_contact_center_5_30_2026_p0592_018,False,agentforce_contact_center_5-30-2026.pdf,592,592,24,Apex trigger|Case,Agentforce Contact Center Guide p592 chunk 18: representation of the latest action that occurred on that email,representation of the latest action that occurred on that email Inbound Email To and CC Address Storage Addresses for inbound email exhibit these behaviors Duplicate email addresses including email addresses with...
q19,6,agentforce_contact_center_5_30_2026_p0587_013,False,agentforce_contact_center_5-30-2026.pdf,587,587,23,Case,Agentforce Contact Center Guide p587 chunk 13: Setting Description created to track emails converted to cases As,Setting Description created to track emails converted to cases As an alternative to selecting a Case Owner leave this field blank and create assignment rules that assign email cases to queues based on keywords For...
q19,7,agentforce_contact_center_5_30_2026_p0576_002,False,agentforce_contact_center_5-30-2026.pdf,576,576,20,Case,Agentforce Contact Center Guide p576 chunk 2: REQUIRED EDITIONS REQUIRED EDITIONS View supported editions USER PERMISSIONS NEEDED,REQUIRED EDITIONS REQUIRED EDITIONS View supported editions USER PERMISSIONS NEEDED To enable and set up Email-to-Case Customize Application Tip Check out this feature in Salesforce Go Find a guided setup experience...
q19,8,agentforce_contact_center_5_30_2026_p0589_015,False,agentforce_contact_center_5-30-2026.pdf,589,589,18,Case,Agentforce Contact Center Guide p589 chunk 15: If you add the GENERATED_CONTENT placeholder to an email or,If you add the GENERATED_CONTENT placeholder to an email or email template and then use Draft With Einstein the placeholder is replaced with the content generated by Einstein If you don t use this placeholder in a...
q19,9,agentforce_contact_center_5_30_2026_p0593_019,False,agentforce_contact_center_5-30-2026.pdf,593,593,18,Apex trigger|Case,Agentforce Contact Center Guide p593 chunk 19: How Email-to-Case Handles Processing Errors If Email-to-Case receives a Salesforce,How Email-to-Case Handles Processing Errors If Email-to-Case receives a Salesforce platform or database error when processing an incoming email it retries multiple times over a 30-hour period If Email-to-Case still...
q19,10,agentforce_contact_center_5_30_2026_p0594_020,False,agentforce_contact_center_5-30-2026.pdf,594,594,16,Case,Agentforce Contact Center Guide p594 chunk 20: Tip Using the same email address for Email-to-Case routing and,Tip Using the same email address for Email-to-Case routing and for other purposes isn t recommended because doing so can result in email loops Some Email Addresses Are Stripped Out on Email-to-Case Replies When...
q19,11,salesforce_apex_developer_guide_p0187_012,False,salesforce_apex_developer_guide.pdf,187,187,16,SOQL,Salesforce Apex Developer Guide p187 chunk 12: Both variable and variable_list must be of the same type,Both variable and variable_list must be of the same type as the sObjects that are returned by the soql_query As in standard SOQL queries the soql_query statement can refer to code expressions in their WHERE clauses...
q19,12,agentforce_contact_center_5_30_2026_p0578_004,False,agentforce_contact_center_5-30-2026.pdf,578,578,15,Case,Agentforce Contact Center Guide p578 chunk 4: Setting Description Enable HTML email Display emails in HTML in,Setting Description Enable HTML email Display emails in HTML in the case feed view and email editor If this setting isn t selected Service reps see emails in the case feed in text format When reps reply to an email...
q20,1,salesforce_record_access_under_the_hood_p0007_003,True,salesforce_record_access_under_the_hood.pdf,7,7,37,Account|record-level access|sharing rules|organization-wide default|Public Read Only|access grants|record access calculation,Salesforce Record Access Under the Hood p7 chunk 3: Territory hierarchy Sharing rules Teams Manual sharing Programmatic sharing Because,Territory hierarchy Sharing rules Teams Manual sharing Programmatic sharing Because you have so many options for managing record-level access and because some of these options are affected by organizational...
q20,2,salesforce_record_access_under_the_hood_p0006_002,True,salesforce_record_access_under_the_hood.pdf,6,6,30,Account|record-level access|object-level access|sharing rules|organization-wide default,Salesforce Record Access Under the Hood p6 chunk 2: For example if a user has access to an account,For example if a user has access to an account field then they have access to both the account field and the account object itself However a specific account record such as Account A might not be accessible to that...
q20,3,salesforce_security_impl_guide_p0069_026,False,salesforce_security_impl_guide.pdf,69,69,64,Account|sharing rules,Salesforce Security Implementation Guide p69 chunk 26: You can create rules to share records between most types,You can create rules to share records between most types of site or portal and Salesforce users And you can create sharing rules between site or portal users from different accounts as long as their license type...
q20,4,salesforce_security_impl_guide_p0059_023,False,salesforce_security_impl_guide.pdf,59,59,55,Account|sharing rules,Salesforce Security Implementation Guide p59 chunk 23: Sharing Rules EDITIONS Available in both Salesforce Classic not available,Sharing Rules EDITIONS Available in both Salesforce Classic not available in all orgs and Lightning Experience Available in Professional Enterprise Performance Unlimited and Developer Editions See Sharing Rule...
q20,5,sales_core_p0228_024,False,sales_core.pdf,228,228,47,Account,Sales Core Guide p228 chunk 24: Considerations for Using Person Accounts EDITIONS Business accounts available in,Considerations for Using Person Accounts EDITIONS Business accounts available in Lightning Experience and Salesforce Classic Business accounts available in all editions Person accounts available in Lightning...
q20,6,sales_core_p0243_025,False,sales_core.pdf,243,243,43,Account,Sales Core Guide p243 chunk 25: Guidelines for Creating Accounts Review guidelines for creating accounts Guidelines,Guidelines for Creating Accounts Review guidelines for creating accounts Guidelines for Deleting Accounts Most accounts and their related records can be deleted in one click Some accounts can t be deleted until...
q20,7,sales_core_p0287_029,False,sales_core.pdf,287,287,37,Account,Sales Core Guide p287 chunk 29: Create and Edit Relationships Between Contacts and Accounts EDITIONS Available,Create and Edit Relationships Between Contacts and Accounts EDITIONS Available in both Salesforce Classic not available in all orgs and Lightning Experience Available in Contact Manager Group Professional Enterprise...
q20,8,salesforce_security_impl_guide_p0071_027,False,salesforce_security_impl_guide.pdf,71,71,34,Account|sharing rules|organization-wide default|Public Read Only|edit access,Salesforce Security Implementation Guide p71 chunk 27: Control the visibility of external users Manage personal user information,Control the visibility of external users Manage personal user information visibility for external users User Sharing Considerations Review these considerations before you implement user sharing Set the Org-Wide...
q20,9,salesforce_security_impl_guide_p0018_003,False,salesforce_security_impl_guide.pdf,18,18,33,sharing rules|organization-wide default,Salesforce Security Implementation Guide p18 chunk 3: Sharing rules With sharing rules you can make automatic exceptions,Sharing rules With sharing rules you can make automatic exceptions to organization-wide sharing settings for sets of users Use sharing rules to give these users access to records they don t own or can t normally see...
q20,10,sales_core_p0277_026,False,sales_core.pdf,277,277,31,Account,Sales Core Guide p277 chunk 26: After a contact is created automatically the ContactSource field on,After a contact is created automatically the ContactSource field on the Contact record is set to Auto Create SEE ALSO Considerations for Automatic Contact Creation Contacts to Multiple Accounts EDITIONS Available in...
q20,11,sales_core_p0288_030,False,sales_core.pdf,288,288,30,Account,Sales Core Guide p288 chunk 30: Most features continue to reference a contact s primary account,Most features continue to reference a contact s primary account For example duplicate management uses the primary account when comparing records For that reason indirect account contact relationships can t be included...
q20,12,salesforce_security_impl_guide_p0072_028,False,salesforce_security_impl_guide.pdf,72,72,29,Account|sharing rules|organization-wide default|Public Read Only,Salesforce Security Implementation Guide p72 chunk 28: Automated Process and License Manager users Some special users created,Automated Process and License Manager users Some special users created for org or app maintenance such as Automated Process and License Manager users can t be included in any sharing rules including user sharing rules...
